gene	MvsTFC	MvsLFC	MvsSFC	TvsLFC	TvsSFC	LvsSFC						
SCO2830	0,70	0,44	0,12	0,63	0,17	0,27						
SCO2831	0,73	0,49	0,15	0,68	0,20	0,30						
SCO2832	0,72	1,22	2,20	1,70	3,07	1,81						
SCO2833	0,80	0,93	3,06	1,16	3,82	3,28						
SCO2836	0,99	1,24	2,61	1,26	2,65	2,11						
SCO2838	1,49	2,04	2,35	1,37	1,58	1,15						
SCO2839	1,37	16,01	4,90	11,66	3,57	0,31						
SCO2841	0,72	0,39	0,34	0,54	0,47	0,87						
SCO2842	1,18	0,73	0,36	0,62	0,31	0,50						
SCO2843	1,84	1,22	0,79	0,66	0,43	0,65						
SCO2846	1,00	0,47	0,24	0,47	0,24	0,52						
SCO2847	0,86	0,37	0,15	0,43	0,17	0,40						
SCO2848	0,85	0,37	0,14	0,43	0,17	0,38						
SCO2849	0,78	0,95	0,30	1,22	0,38	0,31						
SCO2852	1,32	0,56	0,31	0,43	0,24	0,56						
SCO2853	1,13	0,68	0,48	0,60	0,43	0,71						
SCO2857	0,61	0,44	0,29	0,73	0,48	0,66						
SCO2858	0,48	0,58	0,45	1,21	0,94	0,78						
SCO2860	1,37	1,26	2,29	0,92	1,67	1,82						
SCO2861	5,66	4,76	1,96	0,84	0,35	0,41						
SCO2863	1,19	1,38	2,99	1,17	2,52	2,16						
SCO2864	0,91	2,21	2,18	2,41	2,38	0,99						
SCO2873	1,30	0,80	0,61	0,61	0,47	0,76						
SCO2878	12,82	51,83	94,17	4,04	7,34	1,82						
SCO2879	2,12	11,18	9,79	5,28	4,62	0,88						
SCO2880	2,16	9,86	9,06	4,57	4,20	0,92						
SCO2881	2,07	9,71	7,64	4,69	3,69	0,79						
SCO2882	2,70	10,97	9,55	4,07	3,54	0,87						
SCO2883	2,61	10,68	11,35	4,09	4,34	1,06						
SCO2884	2,63	11,48	11,60	4,37	4,41	1,01						
SCO2885	1,46	3,13	4,06	2,14	2,79	1,30						
SCO2887	1,22	0,78	0,59	0,64	0,48	0,76						
SCO2892	0,62	0,84	1,60	1,35	2,58	1,91						
SCO2894	0,85	0,80	0,48	0,94	0,57	0,60						
SCO2895	0,75	0,80	0,38	1,06	0,51	0,48						
SCO2896	0,69	0,66	0,44	0,96	0,64	0,67						
SCO2897	0,60	0,74	1,25	1,23	2,08	1,68						
SCO2898	0,75	0,40	0,13	0,53	0,17	0,32						
SCO2899	0,88	0,55	0,26	0,63	0,30	0,47						
SCO2903	0,84	1,59	1,74	1,89	2,06	1,09						
SCO2907	0,49	0,13	0,02	0,27	0,04	0,15						
SCO2908	0,92	4,40	4,20	4,76	4,55	0,96						
SCO2910	2,63	0,76	1,41	0,29	0,54	1,86						
SCO2911	2,42	0,73	1,82	0,30	0,75	2,50						
SCO2912	1,89	0,81	1,07	0,43	0,57	1,33						
SCO2913	1,70	0,80	1,02	0,47	0,60	1,28						
SCO2914	2,65	1,46	0,12	0,55	0,04	0,08						
SCO2916	1,26	0,60	0,51	0,48	0,40	0,85						
SCO2917	0,76	0,66	0,47	0,87	0,62	0,71						
SCO2919	2,72	1,71	2,98	0,63	1,10	1,75						
SCO2920	4,18	1,62	0,43	0,39	0,10	0,26						
SCO2921	6,75	6,40	16,08	0,95	2,38	2,51						
SCO2922	1,33	1,26	2,20	0,95	1,65	1,75						
SCO2923	0,91	1,90	1,64	2,09	1,80	0,86						
SCO2924	1,18	4,23	4,22	3,59	3,59	1,00						
SCO2925	4,39	2,21	1,38	0,50	0,31	0,62						
SCO2934	1,01	0,68	0,42	0,68	0,42	0,62						
SCO2936	0,48	0,62	0,40	1,30	0,84	0,65						
SCO2939	0,65	0,49	0,88	0,76	1,35	1,78						
SCO2941	0,76	0,58	0,44	0,76	0,58	0,76						
SCO2942	0,88	0,62	0,50	0,70	0,57	0,81						
SCO2943	1,46	2,27	2,33	1,56	1,60	1,03						
SCO2944	1,60	1,60	2,07	1,00	1,30	1,30						
SCO2948	1,29	1,68	2,31	1,30	1,79	1,37						
SCO2950	0,78	0,69	0,47	0,88	0,61	0,69						
SCO2951	1,50	0,67	0,54	0,44	0,36	0,81						
SCO2952	0,56	0,46	0,61	0,83	1,08	1,30						
SCO2953	2,31	2,49	28,26	1,08	12,22	11,34						
SCO2954	1,90	6,91	116,87	3,63	61,47	16,91						
SCO2957	0,49	0,32	0,91	0,65	1,87	2,89						
SCO2958	0,74	0,53	2,10	0,72	2,83	3,93						
SCO2959	0,84	0,65	1,54	0,78	1,84	2,36						
SCO2963	1,15	1,57	2,69	1,36	2,33	1,71						
SCO2964	0,45	0,57	0,41	1,27	0,92	0,72						
SCO2965	0,38	0,22	0,32	0,57	0,85	1,50						
SCO2970	0,68	1,05	1,49	1,54	2,20	1,43						
SCO2972	0,87	0,53	0,44	0,61	0,51	0,82						
SCO2976	1,05	8,39	146,23	7,98	139,09	17,43						
SCO2977	0,76	3,20	20,00	4,21	26,31	6,25						
SCO2978	3,20	3,58	13,17	1,12	4,12	3,68						
SCO2979	2,32	2,41	8,47	1,04	3,65	3,52						
SCO2980	2,11	2,54	8,93	1,20	4,24	3,52						
SCO2981	3,12	15,80	8,31	5,06	2,66	0,53						
SCO2982	1,15	17,64	4,53	15,38	3,95	0,26						
SCO2983	0,61	4,39	2,16	7,26	3,56	0,49						
SCO2985	0,95	1,37	1,98	1,45	2,09	1,44						
SCO2987	0,65	0,52	0,38	0,79	0,58	0,73						
SCO2989	1,12	0,66	0,40	0,59	0,36	0,61						
SCO2990	1,32	0,73	0,51	0,56	0,39	0,70						
SCO2991	1,59	0,65	0,57	0,41	0,36	0,88						
SCO2992	1,52	0,82	0,40	0,54	0,26	0,49						
SCO2993	1,82	6,86	13,48	3,77	7,41	1,97						
SCO2994	0,67	0,21	0,20	0,31	0,30	0,94						
SCO2995	2,04	1,52	4,99	0,74	2,45	3,29						
SCO2996	1,34	1,43	4,18	1,06	3,11	2,93						
SCO2997	0,71	0,95	2,95	1,32	4,13	3,12						
SCO2998	0,81	1,07	3,38	1,33	4,19	3,16						
SCO2999	1,20	1,05	2,13	0,88	1,78	2,03						
SCO3000	0,77	0,65	1,32	0,85	1,71	2,01						
SCO3001	0,79	0,60	0,37	0,75	0,47	0,63						
SCO3007	1,06	0,99	2,31	0,93	2,18	2,34						
SCO3008	1,72	2,26	2,10	1,31	1,22	0,93						
SCO3009	2,98	5,25	6,33	1,76	2,12	1,20						
SCO3011	0,81	0,50	0,54	0,61	0,66	1,08						
SCO3016	0,90	0,62	0,45	0,69	0,50	0,73						
SCO3022	0,69	0,51	1,06	0,75	1,55	2,08						
SCO3023	1,20	2,35	1,49	1,96	1,24	0,63						
SCO3028	0,99	0,64	0,42	0,65	0,42	0,66						
SCO3029	0,64	0,22	0,26	0,35	0,40	1,16						
SCO3031	0,76	0,49	0,28	0,65	0,37	0,57						
SCO3032	0,75	0,61	0,36	0,81	0,48	0,60						
SCO3033	0,70	0,69	0,50	0,98	0,71	0,73						
SCO3035	2,99	0,69	0,69	0,23	0,23	1,01						
SCO3038	0,56	0,38	0,24	0,68	0,44	0,64						
SCO3040	1,40	0,76	1,77	0,54	1,26	2,32						
SCO3042	0,60	0,54	0,22	0,90	0,37	0,41						
SCO3043	0,73	1,17	2,07	1,62	2,84	1,76						
SCO3044	0,94	0,72	1,55	0,76	1,66	2,17						
SCO3046	0,80	0,60	1,35	0,75	1,69	2,26						
SCO3048	1,46	2,45	6,42	1,68	4,41	2,62						
SCO3049	0,68	0,42	0,22	0,62	0,32	0,52						
SCO3050	1,04	0,97	9,38	0,93	9,06	9,70						
SCO3051	1,63	4,55	3,86	2,78	2,36	0,85						
SCO3053	2,43	2,40	1,32	0,99	0,54	0,55						
SCO3054	0,85	0,58	0,32	0,68	0,37	0,55						
SCO3055	2,66	1,89	1,99	0,71	0,75	1,06						
SCO3057	0,49	0,26	0,11	0,52	0,22	0,42						
SCO3058	0,83	0,49	0,30	0,59	0,36	0,62						
SCO3059	0,79	0,44	0,29	0,56	0,36	0,65						
SCO3060	0,74	0,36	0,22	0,49	0,30	0,61						
SCO3064	0,42	1,01	0,21	2,39	0,49	0,20						
SCO3065	0,54	0,53	0,37	0,98	0,69	0,70						
SCO3066	1,07	0,66	0,49	0,62	0,46	0,74						
SCO3069	0,75	0,56	0,38	0,75	0,50	0,67						
SCO3070	0,74	0,39	0,58	0,52	0,78	1,49						
SCO3071	0,63	0,32	0,91	0,51	1,43	2,80						
SCO3072	0,57	0,30	0,59	0,52	1,03	1,99						
SCO3073	0,81	0,37	1,05	0,45	1,29	2,86						
SCO3074	0,76	0,20	0,13	0,26	0,18	0,68						
SCO3075	0,56	0,39	0,88	0,69	1,56	2,27						
SCO3076	0,82	0,99	1,68	1,20	2,05	1,70						
SCO3078	3,20	2,65	8,88	0,83	2,78	3,35						
SCO3079	1,10	1,99	3,03	1,82	2,76	1,52						
SCO3080	0,95	2,22	3,37	2,32	3,53	1,52						
SCO3081	1,20	0,71	0,54	0,60	0,45	0,75						
SCO3082	2,45	1,57	9,30	0,64	3,80	5,92						
SCO3084	2,25	2,36	2,99	1,05	1,33	1,27						
SCO3085	0,49	0,22	0,18	0,44	0,38	0,85						
SCO3086	1,15	2,22	6,53	1,93	5,68	2,94						
SCO3089	0,26	0,40	0,25	1,51	0,94	0,62						
SCO3090	0,29	0,33	0,14	1,13	0,48	0,42						
SCO3091	1,04	2,86	4,01	2,74	3,84	1,40						
SCO3092	0,76	0,43	0,70	0,57	0,92	1,63						
SCO3093	0,69	0,62	0,30	0,90	0,44	0,49						
SCO3094	0,70	0,65	0,40	0,93	0,57	0,61						
SCO3095	0,75	0,70	0,39	0,93	0,52	0,56						
SCO3097	0,31	3,67	1,25	11,66	3,97	0,34						
SCO3098	0,77	1,18	0,54	1,54	0,71	0,46						
SCO3099	1,12	0,63	0,34	0,56	0,31	0,55						
SCO3101	3,71	4,10	6,52	1,10	1,76	1,59						
SCO3103	1,41	2,70	2,76	1,91	1,96	1,02						
SCO3105	0,61	4,48	4,59	7,39	7,58	1,03						
SCO3106	0,81	2,17	1,67	2,67	2,05	0,77						
SCO3108	0,54	1,51	4,94	2,80	9,17	3,27						
SCO3115	0,72	0,45	0,21	0,62	0,30	0,48						
SCO3116	0,82	0,48	0,23	0,58	0,28	0,48						
SCO3117	0,54	0,32	0,28	0,58	0,52	0,88						
SCO3118	0,84	0,48	0,47	0,57	0,56	0,98						
SCO3119	1,18	1,99	2,36	1,68	1,99	1,19						
SCO3120	0,98	1,26	15,08	1,28	15,32	11,98						
SCO3121	1,93	4,94	8,51	2,57	4,42	1,72						
SCO3122	0,69	0,47	0,24	0,69	0,34	0,50						
SCO3123	0,68	0,68	0,31	0,99	0,45	0,45						
SCO3124	0,58	0,66	0,28	1,14	0,48	0,42						
SCO3125	0,40	0,52	0,20	1,30	0,49	0,38						
SCO3126	0,43	0,39	0,12	0,91	0,28	0,31						
SCO3128	1,44	1,79	2,10	1,24	1,45	1,17						
SCO3130	0,95	0,60	0,38	0,63	0,40	0,63						
SCO3131	0,77	1,03	2,43	1,33	3,16	2,37						
SCO3132	1,09	1,74	3,89	1,60	3,59	2,24						
SCO3134	2,06	13,69	48,21	6,64	23,38	3,52						
SCO3135	1,53	0,89	0,35	0,58	0,23	0,39						
SCO3138	0,88	0,69	0,37	0,78	0,41	0,53						
SCO3144	1,21	2,80	2,87	2,31	2,37	1,02						
SCO3147	0,58	0,54	0,39	0,93	0,68	0,73						
SCO3148	0,70	0,45	0,29	0,64	0,41	0,65						
SCO3149	0,65	0,41	0,40	0,63	0,62	0,97						
SCO3150	0,65	0,61	0,47	0,94	0,73	0,78						
SCO3152	0,80	0,40	0,64	0,50	0,80	1,61						
SCO3153	0,76	0,41	0,26	0,54	0,35	0,64						
SCO3156	1,62	2,00	3,42	1,24	2,11	1,71						
SCO3157	1,29	1,67	3,09	1,29	2,40	1,85						
SCO3159	1,11	0,62	0,52	0,56	0,47	0,84						
SCO3160	0,90	0,45	0,34	0,49	0,38	0,76						
SCO3161	0,88	0,33	0,22	0,38	0,25	0,68						
SCO3162	0,74	0,41	0,22	0,56	0,30	0,53						
SCO3166	0,47	1,75	2,30	3,71	4,89	1,32						
SCO3167	0,42	1,08	1,44	2,55	3,39	1,33						
SCO3168	0,83	0,49	0,34	0,59	0,41	0,69						
SCO3169	2,56	16,29	26,12	6,37	10,21	1,60						
SCO3172	0,93	0,59	0,37	0,63	0,39	0,62						
SCO3174	0,62	0,57	0,34	0,91	0,54	0,59						
SCO3176	1,19	0,38	0,21	0,32	0,18	0,57						
SCO3177	0,91	1,05	0,47	1,16	0,51	0,44						
SCO3181	0,65	0,57	0,26	0,88	0,41	0,46						
SCO3182	0,79	0,72	0,38	0,91	0,47	0,52						
SCO3183	0,79	0,72	0,50	0,91	0,62	0,69						
SCO3184	0,85	0,47	0,28	0,55	0,33	0,59						
SCO3185	0,39	0,26	0,21	0,66	0,54	0,83						
SCO3186	0,63	0,30	0,21	0,47	0,33	0,71						
SCO3189	1,04	0,88	0,43	0,85	0,41	0,49						
SCO3190	1,30	3,53	0,82	2,71	0,63	0,23						
SCO3192	1,10	2,19	0,63	1,98	0,57	0,29						
SCO3194	0,84	1,14	4,98	1,36	5,93	4,35						
SCO3195	1,48	7,61	12,34	5,14	8,32	1,62						
SCO3196	0,46	1,30	3,34	2,84	7,31	2,58						
SCO3197	0,44	1,87	4,31	4,28	9,85	2,30						
SCO3198	0,40	2,02	4,52	5,06	11,36	2,24						
SCO3201	0,36	0,31	0,27	0,86	0,75	0,88						
SCO3202	0,55	1,11	1,91	2,02	3,47	1,72						
SCO3205	0,98	0,69	0,47	0,70	0,48	0,68						
SCO3206	0,32	1,26	2,44	3,98	7,68	1,93						
SCO3207	0,36	1,63	3,92	4,47	10,75	2,40						
SCO3210	1,42	27,92	35,10	19,69	24,75	1,26						
SCO3211	2,46	45,90	63,18	18,65	25,68	1,38						
SCO3212	1,23	23,05	34,79	18,69	28,20	1,51						
SCO3213	2,12	64,03	85,66	30,19	40,38	1,34						
SCO3214	1,30	24,29	31,42	18,73	24,23	1,29						
SCO3215	1,34	29,36	38,08	21,90	28,41	1,30						
SCO3216	1,40	1,86	2,22	1,33	1,58	1,19						
SCO3217	3,34	16,68	48,40	4,99	14,48	2,90						
SCO3218	2,58	51,43	62,06	19,93	24,05	1,21						
SCO3219	2,40	5,37	8,45	2,24	3,52	1,57						
SCO3220	1,03	15,31	43,04	14,89	41,84	2,81						
SCO3221	2,31	69,93	111,42	30,26	48,22	1,59						
SCO3222	2,96	87,95	173,56	29,67	58,56	1,97						
SCO3226	1,20	0,94	0,52	0,78	0,43	0,55						
SCO3227	0,90	5,99	11,21	6,68	12,51	1,87						
SCO3228	1,13	26,18	49,44	23,25	43,92	1,89						
SCO3229	3,17	99,73	192,70	31,48	60,83	1,93						
SCO3230	1,44	23,24	28,93	16,16	20,12	1,24						
SCO3231	1,13	25,64	22,94	22,65	20,26	0,89						
SCO3232	1,12	36,55	22,87	32,60	20,40	0,63						
SCO3233	1,25	45,36	36,58	36,39	29,35	0,81						
SCO3234	0,96	32,73	22,11	34,20	23,10	0,68						
SCO3235	1,62	60,93	80,71	37,67	49,90	1,32						
SCO3236	3,28	125,52	190,68	38,31	58,20	1,52						
SCO3237	2,91	55,25	122,49	19,00	42,14	2,22						
SCO3238	2,89	69,36	149,24	24,00	51,64	2,15						
SCO3239	1,73	42,94	97,61	24,83	56,44	2,27						
SCO3240	2,50	56,57	81,57	22,60	32,59	1,44						
SCO3241	1,97	63,29	74,81	32,12	37,97	1,18						
SCO3242	1,60	44,37	66,31	27,68	41,36	1,49						
SCO3243	2,58	72,46	112,03	28,08	43,41	1,55						
SCO3244	2,59	75,84	171,76	29,25	66,24	2,26						
SCO3245	1,42	28,63	54,38	20,21	38,39	1,90						
SCO3246	5,01	120,17	234,89	23,96	46,84	1,95						
SCO3247	3,25	77,79	169,04	23,90	51,94	2,17						
SCO3248	2,56	72,45	113,74	28,27	44,38	1,57						
SCO3249	2,93	65,34	108,17	22,33	36,97	1,66						
SCO3257	0,61	0,38	0,52	0,62	0,86	1,38						
SCO3261	0,63	0,62	0,43	0,99	0,69	0,70						
SCO3262	0,49	0,33	0,22	0,67	0,45	0,67						
SCO3263	0,32	0,19	0,19	0,58	0,59	1,03						
SCO3264	0,35	0,25	0,11	0,71	0,32	0,45						
SCO3272	1,10	1,55	2,57	1,40	2,34	1,66						
SCO3273	1,30	1,19	2,19	0,92	1,69	1,84						
SCO3275	0,74	0,63	0,40	0,84	0,54	0,64						
SCO3276	0,31	0,57	0,25	1,83	0,79	0,43						
SCO3277	0,74	0,63	0,27	0,84	0,37	0,44						
SCO3283	0,99	0,54	0,37	0,54	0,37	0,69						
SCO3284	0,79	0,59	0,38	0,75	0,49	0,65						
SCO3285	1,22	6,21	3,14	5,09	2,57	0,51						
SCO3286	0,77	4,59	2,98	5,95	3,86	0,65						
SCO3288	2,33	111,13	1282,69	47,67	550,17	11,54						
SCO3289	1,48	40,68	519,16	27,53	351,39	12,76						
SCO3290	1,73	34,85	421,11	20,12	243,09	12,09						
SCO3291	1,34	3,10	7,30	2,31	5,45	2,36						
SCO3293	2,09	2,54	6,30	1,22	3,02	2,48						
SCO3294	1,56	3,68	3,59	2,37	2,30	0,97						
SCO3295	0,41	0,38	0,23	0,93	0,57	0,62						
SCO3296	0,47	0,40	0,51	0,85	1,09	1,28						
SCO3297	1,23	0,64	0,33	0,52	0,27	0,52						
SCO3298	1,23	1,00	0,57	0,82	0,46	0,57						
SCO3300	0,84	0,58	0,25	0,70	0,30	0,43						
SCO3304	0,61	0,54	0,40	0,89	0,66	0,74						
SCO3305	0,48	0,52	0,32	1,08	0,66	0,61						
SCO3306	1,48	2,52	3,38	1,71	2,29	1,34						
SCO3308	0,89	0,57	0,43	0,64	0,48	0,75						
SCO3309	0,76	0,14	0,09	0,19	0,12	0,61						
SCO3310	1,24	0,35	0,27	0,28	0,22	0,79						
SCO3311	0,94	0,22	0,15	0,24	0,16	0,68						
SCO3313	0,58	0,49	0,72	0,85	1,25	1,47						
SCO3316	0,60	0,61	0,41	1,01	0,68	0,68						
SCO3317	0,30	0,46	0,32	1,54	1,08	0,70						
SCO3318	0,36	0,28	0,22	0,77	0,60	0,78						
SCO3319	0,61	0,30	0,21	0,50	0,35	0,70						
SCO3320	0,48	0,30	0,23	0,63	0,47	0,75						
SCO3322	1,70	1,27	2,33	0,75	1,37	1,83						
SCO3323	6,57	184,11	262,77	28,02	39,99	1,43						
SCO3324	2,21	29,18	24,11	13,22	10,92	0,83						
SCO3327	0,81	1,05	2,54	1,29	3,12	2,43						
SCO3328	5,76	8,27	59,01	1,44	10,25	7,13						
SCO3329	0,90	2,15	5,38	2,39	5,98	2,50						
SCO3330	1,14	0,46	0,28	0,41	0,25	0,61						
SCO3331	0,63	0,36	0,42	0,57	0,67	1,19						
SCO3332	0,76	0,58	0,19	0,76	0,24	0,32						
SCO3333	1,00	0,98	0,40	0,98	0,40	0,41						
SCO3334	0,69	1,44	0,86	2,09	1,25	0,60						
SCO3338	0,58	0,39	0,49	0,66	0,84	1,26						
SCO3339	0,70	0,44	0,48	0,62	0,69	1,11						
SCO3340	1,67	4,25	7,85	2,54	4,69	1,85						
SCO3342	0,97	1,26	2,53	1,29	2,60	2,02						
SCO3343	1,87	0,83	1,42	0,44	0,76	1,71						
SCO3344	0,94	0,59	0,39	0,63	0,42	0,67						
SCO3345	1,25	0,72	1,75	0,57	1,40	2,44						
SCO3349	0,95	0,53	0,49	0,55	0,52	0,93						
SCO3350	2,15	42,05	26,76	19,55	12,44	0,64						
SCO3354	0,96	0,58	0,41	0,61	0,42	0,70						
SCO3355	0,98	0,58	0,37	0,59	0,37	0,64						
SCO3356	1,01	0,97	4,09	0,96	4,07	4,23						
SCO3357	0,81	0,65	1,80	0,81	2,24	2,76						
SCO3358	0,76	0,62	1,75	0,83	2,31	2,80						
SCO3359	0,67	0,61	1,57	0,91	2,33	2,56						
SCO3360	1,60	0,89	0,53	0,55	0,33	0,59						
SCO3361	1,13	0,51	0,44	0,46	0,39	0,85						
SCO3362	20,45	3,15	0,37	0,15	0,02	0,12						
SCO3363	2,69	0,89	0,20	0,33	0,07	0,23						
SCO3364	1,41	0,59	0,32	0,42	0,23	0,55						
SCO3365	1,89	12,48	22,94	6,59	12,12	1,84						
SCO3367	0,82	0,58	0,41	0,70	0,50	0,71						
SCO3369	2,35	3,86	4,34	1,64	1,85	1,13						
SCO3370	1,90	3,11	4,01	1,64	2,11	1,29						
SCO3371	3,99	10,47	23,68	2,63	5,94	2,26						
SCO3374	0,82	0,67	0,36	0,81	0,44	0,54						
SCO3376	1,24	0,59	0,52	0,47	0,42	0,88						
SCO3379	0,37	0,31	0,17	0,85	0,46	0,53						
SCO3380	0,61	0,60	0,42	0,97	0,69	0,71						
SCO3384	0,56	0,50	0,55	0,89	0,99	1,11						
SCO3385	1,23	2,34	2,63	1,91	2,14	1,12						
SCO3388	0,68	0,75	0,49	1,11	0,72	0,65						
SCO3391	0,92	0,76	0,49	0,83	0,54	0,65						
SCO3392	1,24	0,62	0,42	0,50	0,34	0,67						
SCO3396	0,26	0,39	0,95	1,53	3,69	2,42						
SCO3397	0,33	0,43	0,81	1,29	2,44	1,89						
SCO3399	1,31	0,72	0,59	0,55	0,45	0,83						
SCO3406	1,12	7,16	6,40	6,37	5,70	0,89						
SCO3408	1,11	0,83	0,46	0,75	0,41	0,55						
SCO3410	0,91	0,56	0,33	0,61	0,37	0,60						
SCO3412	1,34	1,37	2,15	1,02	1,60	1,57						
SCO3417	1,10	0,98	0,42	0,89	0,38	0,42						
SCO3420	2,06	2,91	3,27	1,41	1,59	1,13						
SCO3421	2,08	2,18	1,42	1,05	0,68	0,65						
SCO3423	2,13	2,10	0,91	0,98	0,43	0,43						
SCO3424	0,75	1,16	0,35	1,55	0,47	0,30						
SCO3426	0,54	0,51	0,41	0,95	0,76	0,81						
SCO3432	0,76	0,54	0,43	0,71	0,58	0,81						
SCO3434	0,69	0,40	1,06	0,59	1,55	2,62						
SCO3442	0,65	1,43	1,51	2,20	2,32	1,05						
SCO3452	1,21	2,39	2,79	1,97	2,30	1,17						
SCO3458	0,81	1,29	0,60	1,59	0,74	0,47						
SCO3468	0,97	3,88	3,14	4,01	3,24	0,81						
SCO3470	1,16	0,39	0,33	0,34	0,28	0,83						
SCO3477	0,72	0,46	0,50	0,63	0,69	1,08						
SCO3483	1,24	0,60	0,46	0,49	0,38	0,77						
SCO3484	1,30	0,71	0,56	0,55	0,43	0,79						
SCO3486	0,73	0,52	0,41	0,71	0,56	0,79						
SCO3496	1,06	1,39	3,31	1,32	3,12	2,37						
SCO3504	1,17	0,93	0,56	0,80	0,48	0,60						
SCO3509	0,63	0,67	0,25	1,08	0,40	0,37						
SCO3521	1,57	2,30	4,80	1,47	3,06	2,08						
SCO3522	1,40	1,72	3,09	1,23	2,21	1,79						
SCO3537	1,02	1,54	2,29	1,50	2,24	1,49						
SCO3538	1,41	2,29	3,86	1,63	2,75	1,69						
SCO3540	0,70	7,27	4,54	10,34	6,46	0,62						
SCO3541	0,56	0,42	0,58	0,74	1,03	1,40						
SCO3542	0,75	0,46	0,45	0,61	0,60	1,00						
SCO3547	0,85	1,03	7,01	1,21	8,21	6,80						
SCO3549	1,79	2,22	2,72	1,24	1,52	1,22						
SCO3550	0,72	0,49	0,38	0,67	0,52	0,78						
SCO3556	1,07	2,85	1,73	2,65	1,61	0,61						
SCO3557	0,66	1,55	1,28	2,33	1,93	0,82						
SCO3559	0,80	0,38	0,30	0,47	0,37	0,79						
SCO3560	1,11	4,80	3,01	4,33	2,71	0,63						
SCO3561	0,89	2,45	1,99	2,74	2,23	0,81						
SCO3562	0,97	22,32	9,24	22,97	9,51	0,41						
SCO3563	2,66	1,20	0,55	0,45	0,21	0,46						
SCO3564	0,54	0,39	0,24	0,71	0,45	0,63						
SCO3572	1,10	0,49	0,39	0,44	0,36	0,81						
SCO3573	1,16	0,54	0,48	0,47	0,41	0,88						
SCO3574	0,93	0,51	0,41	0,55	0,44	0,80						
SCO3575	1,24	0,72	0,41	0,57	0,33	0,57						
SCO3576	1,52	0,86	0,71	0,56	0,46	0,82						
SCO3579	4,38	19,13	23,65	4,37	5,40	1,24						
SCO3580	1,04	0,70	0,44	0,67	0,43	0,64						
SCO3583	0,89	0,47	0,31	0,54	0,35	0,65						
SCO3586	1,60	0,87	0,61	0,54	0,38	0,69						
SCO3590	1,08	1,58	2,13	1,47	1,98	1,35						
SCO3592	0,98	0,55	0,50	0,56	0,51	0,91						
SCO3593	0,69	0,48	0,53	0,69	0,76	1,11						
SCO3601	0,74	0,78	0,38	1,06	0,51	0,48						
SCO3602	0,25	0,52	0,05	2,13	0,19	0,09						
SCO3603	0,83	0,86	0,34	1,03	0,41	0,40						
SCO3604	1,05	1,74	0,74	1,66	0,71	0,43						
SCO3607	1,57	3,85	2,01	2,45	1,28	0,52						
SCO3608	1,38	1,87	0,69	1,35	0,50	0,37						
SCO3611	0,86	0,42	0,33	0,49	0,38	0,78						
SCO3614	0,79	0,45	0,29	0,56	0,36	0,64						
SCO3616	0,62	0,62	0,43	1,00	0,69	0,69						
SCO3617	1,82	1,86	2,47	1,02	1,36	1,33						
SCO3620	1,21	6,74	4,39	5,55	3,61	0,65						
SCO3623	0,78	0,49	0,61	0,63	0,78	1,24						
SCO3626	0,78	0,50	0,28	0,65	0,36	0,56						
SCO3627	0,40	0,14	0,06	0,35	0,14	0,40						
SCO3628	0,63	0,33	0,16	0,53	0,25	0,48						
SCO3629	0,89	0,58	0,30	0,65	0,34	0,52						
SCO3631	1,31	0,94	0,59	0,72	0,45	0,62						
SCO3632	0,84	0,51	0,39	0,60	0,46	0,76						
SCO3634	0,79	0,61	0,20	0,78	0,25	0,33						
SCO3637	1,37	1,11	0,55	0,81	0,40	0,49						
SCO3638	1,27	0,73	0,63	0,57	0,50	0,87						
SCO3640	1,54	0,50	0,36	0,33	0,24	0,73						
SCO3641	1,50	0,58	0,36	0,38	0,24	0,63						
SCO3642	0,73	1,47	2,50	2,02	3,44	1,70						
SCO3643	0,70	0,35	0,22	0,50	0,32	0,64						
SCO3644	0,90	0,38	0,28	0,43	0,31	0,73						
SCO3648	0,93	0,58	0,47	0,62	0,50	0,81						
SCO3649	0,76	0,80	0,42	1,05	0,55	0,52						
SCO3650	0,76	0,50	0,26	0,66	0,35	0,52						
SCO3651	1,11	0,77	0,49	0,69	0,44	0,63						
SCO3652	1,81	2,26	3,05	1,25	1,68	1,35						
SCO3655	1,93	7,90	7,77	4,09	4,02	0,98						
SCO3656	2,16	4,09	21,15	1,89	9,78	5,16						
SCO3657	2,35	0,95	0,30	0,40	0,13	0,32						
SCO3660	0,75	2,98	3,16	3,98	4,23	1,06						
SCO3661	1,08	2,69	1,51	2,50	1,40	0,56						
SCO3662	2,45	10,90	14,09	4,45	5,75	1,29						
SCO3663	2,42	9,89	12,69	4,08	5,23	1,28						
SCO3665	0,65	0,47	0,76	0,72	1,17	1,63						
SCO3667	1,91	1,04	0,81	0,55	0,42	0,78						
SCO3668	0,67	0,69	0,42	1,02	0,63	0,61						
SCO3669	0,65	0,76	0,38	1,17	0,58	0,50						
SCO3672	0,58	0,51	0,25	0,89	0,44	0,49						
SCO3673	0,88	0,95	0,50	1,08	0,57	0,53						
SCO3674	1,00	0,34	0,16	0,34	0,16	0,49						
SCO3677	0,72	0,59	0,30	0,82	0,41	0,50						
SCO3678	0,75	0,52	0,25	0,70	0,34	0,49						
SCO3681	0,78	1,36	7,24	1,74	9,26	5,32						
SCO3682	0,55	1,03	3,59	1,87	6,55	3,50						
SCO3684	0,52	0,35	0,72	0,68	1,38	2,02						
